V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,RELATED_CVD,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-199,IND-AD-199,Taiwan,TWN,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,A,10/09/2001,SD,06/26/2002,06/26/2002,A,A,08/08/2002,SD,10/09/2006,2006,MI,73.68,73.68,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-200,IND-AD-199,Hong Kong,HKG,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,A,10/09/2001,SD,06/26/2002,06/26/2002,A,A,08/08/2002,SD,10/09/2006,2006,MI,61.77,61.77,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-201,IND-AD-199,Indonesia,IDN,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,A,10/09/2001,SD,06/26/2002,06/26/2002,A,A,08/08/2002,SD,10/09/2006,2006,MI,72.57,72.57,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-202,IND-AD-199,Oman,OMN,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,A,10/09/2001,SD,06/26/2002,06/26/2002,P,P,08/08/2002,SD,10/09/2006,2006,MI,28.77,47.86,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-203,IND-AD-199,Singapore,SGP,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,A,10/09/2001,SD,06/26/2002,06/26/2002,A,A,08/08/2002,SD,10/09/2006,2006,MI,81.48,81.48,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-204,IND-AD-199,Thailand,THA,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,A,10/09/2001,SD,06/26/2002,06/26/2002,A,A,08/08/2002,SD,10/09/2006,2006,MI,88.54,88.54,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-205,IND-AD-199,UAE,ARE,Biaxally Oriented Polypropylene Film (BOPP),05/30/2001,08/14/2001,08/14/2001,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,volume of imports was found to be below the deminimis level of 3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-206,IND-AD-206,South Korea,KOR,Polyester Staple Fibres (PSF),06/25/2001,01/16/2002,01/16/2002,A,A,07/10/2002,SD,12/24/2002,12/24/2002,A,A,03/21/2003,SD,10/13/2004,2004,MI,70.03,70.03,G/ADP/N/98/IND,.,The various economic indicators and injury parameters in particular price undercutting by dumped imports imply that the cessation of anti dumping duty on the subject goods from the subject countries will lead to continuance or recurrence of dumping and injury and therefore the Authority recommends continuation of anti dumping duty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-207,IND-AD-206,Malaysia,MYS,Polyester Staple Fibres (PSF),06/25/2001,01/16/2002,01/16/2002,A,A,07/10/2002,SD,12/24/2002,12/24/2002,A,A,03/21/2003,SD,10/13/2004,2004,MI,11.63,41.02,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-208,IND-AD-206,Taiwan,TWN,Polyester Staple Fibres (PSF),06/25/2001,01/16/2002,01/16/2002,A,A,07/10/2002,SD,12/24/2002,12/24/2002,A,A,03/21/2003,SD,10/13/2004,2004,MI,19.92,46.56,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-209,IND-AD-206,Thailand,THA,Polyester Staple Fibres (PSF),06/25/2001,01/16/2002,01/16/2002,A,A,07/10/2002,SD,12/24/2002,12/24/2002,A,A,03/21/2003,SD,10/13/2004,2004,MI,9.02,49.38,G/ADP/N/98/IND,.,The petitioner domestic industry vide their letter dated 5.2.2002 has requested the Designated Authority to treat the petition filed by them for Anti-dumping investigations against Vinyl Acetate Monomer originating in or exported from Singapore and Iran as withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-210,IND-AD-210,European Union,EUN,Vitamin AB2D3K,07/02/2001,09/25/2001,09/25/2001,A,A,12/21/2001,SD,07/01/2002,07/01/2002,A,A,09/09/2002,SD,04/13/2005,2005,SD,MI,MI,MI,.,The petitioner domestic industry vide their letter dated 5.2.2002 has requested the Designated Authority to treat the petition filed by them for Anti-dumping investigations against Vinyl Acetate Monomer originating in or exported from Singapore and Iran as withdrawn; BASF Ltd of Germany (EU) requested MTR; MTR terminated due to no response from any of the interested parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-211,IND-AD-210,USA,USA,Vitamin AB2D3K,07/02/2001,09/25/2001,09/25/2001,T,T,.,.,07/01/2002,07/01/2002,T,T,.,.,.,.,.,.,.,.,.,BASF Ltd of Germany (EU) requested MTR; MTR terminated due to no response from any of the interested parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-212,IND-AD-210,Thailand,THA,Vitamin AB2D3K,07/02/2001,09/25/2001,09/25/2001,A,A,12/21/2001,SD,07/01/2002,07/01/2002,A,A,09/09/2002,SD,04/13/2005,2005,MI,79.00,124.00,G/ADP/N/98/IND,.,BASF Ltd of Germany (EU) requested MTR; MTR terminated due to no response from any of the interested parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-213,IND-AD-210,Singapore,SGP,Vitamin AB2D3K,07/02/2001,09/25/2001,09/25/2001,A,A,12/21/2001,SD,07/01/2002,07/01/2002,A,A,09/09/2002,SD,04/13/2005,2005,MI,83.00,233.00,G/ADP/N/98/IND,.,BASF Ltd of Germany (EU) requested MTR; MTR terminated due to no response from any of the interested parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-214,IND-AD-214,Nepal,NPL,Acrylic Yarn,07/03/2001,09/25/2001,09/25/2001,A,A,10/10/2001,SD,07/02/2002,07/02/2002,A,A,07/24/2002,SD,10/10/2006,2006,MI,9.74,25.20,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-215,IND-AD-215,China,CHN,Trimethoprim (TMP) ,07/23/2001,09/07/2001,09/07/2001,A,A,01/09/2002,SD,07/12/2002,07/12/2002,A,A,09/03/2002,SD,IF,IF,MI,92.09,92.09,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-216,IND-AD-216,China,CHN,Thermal Sensitive Paper,07/30/2001,11/08/2001,11/08/2001,A,A,12/21/2001,SD,07/08/2002,07/08/2002,A,A,07/24/2002,SD,MI,MI,MI,96.98,96.98,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-217,IND-AD-217,UAE,ARE,Vitrified/Porcelain Tiles,08/06/2001,12/03/2001,12/03/2001,A,A,05/02/2002,SD,02/04/2003,02/04/2003,A,A,05/01/2003,SD,MI,MI,MI,13.27,99.00,G/ADP/N/105/IND,.,In prel findings AD is difference between landing value and US$ 13.62 per sqm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-218,IND-AD-217,China,CHN,Vitrified/Porcelain Tiles,08/06/2001,12/03/2001,12/03/2001,A,A,05/02/2002,SD,02/04/2003,02/04/2003,A,A,05/01/2003,SD,IF,IF,MI,290.00,290.00,G/ADP/N/105/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-219,IND-AD-219,China,CHN,Compact Fluorescent Lamps (CFL) ,08/16/2001,11/02/2001,11/02/2001,A,A,12/21/2001,SD,11/14/2002,11/14/2002,A,A,12/10/2002,SD,12/21/2006,2006,MI,9.73,214.00,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-220,IND-AD-219,Hong Kong,HKG,Compact Fluorescent Lamps (CFL) ,08/16/2001,11/02/2001,11/02/2001,A,A,12/21/2001,SD,11/14/2002,11/14/2002,A,A,12/10/2002,SD,12/21/2006,2006,MI,93.00,214.00,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-221,IND-AD-221,South Korea,KOR,Partially Oriented Yarn (POY) ,08/20/2001,11/23/2001,11/23/2001,A,A,12/27/2001,SD,08/16/2002,08/16/2002,A,A,09/12/2002,SD,08/22/2007,2007,MI,77.86,77.86,G/ADP/N/98/IND,.,The definitive duty so recommended shall be collected retroactively from the date of imposition of provisional duty in terms of Rule 20(2)(a). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-222,IND-AD-221,Turkey,TUR,Partially Oriented Yarn (POY) ,08/20/2001,11/23/2001,11/23/2001,A,A,12/27/2001,SD,08/16/2002,08/16/2002,A,A,09/12/2002,SD,08/22/2007,2007,MI,49.38,139.40,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-223,IND-AD-223,European Union,EUN,Cold Rolled Flat Products of Stainless Steel ,08/21/2001,11/29/2001,11/29/2001,A,A,12/28/2001,SD,10/19/2002,10/19/2002,A,A,12/05/2002,SD,09/13/2005,2005,MI,46.77,265.00,G/ADP/N/98/IND,.,Price Undertaking offered by Indonesian Exporter 10/21/2002; Spanish (EU) company Acerinox requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-224,IND-AD-223,Japan,JPN,Cold Rolled Flat Products of Stainless Steel ,08/21/2001,11/29/2001,11/29/2001,A,A,12/28/2001,SD,10/19/2002,10/19/2002,P,A,12/05/2002,SD,12/28/2006,2006,MI,-12.96,171.90,G/ADP/N/98/IND,.,Spanish (EU) company Acerinox requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-225,IND-AD-223,Canada,CAN,Cold Rolled Flat Products of Stainless Steel ,08/21/2001,11/29/2001,11/29/2001,A,A,12/28/2001,SD,10/19/2002,10/19/2002,A,A,12/05/2002,SD,09/13/2005,2005,MI,75.41,75.41,G/ADP/N/98/IND,.,Spanish (EU) company Acerinox requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-226,IND-AD-223,USA,USA,Cold Rolled Flat Products of Stainless Steel ,08/21/2001,11/29/2001,11/29/2001,A,A,12/28/2001,SD,10/19/2002,10/19/2002,A,A,12/05/2002,SD,12/28/2006,2006,MI,70.24,136.78,G/ADP/N/98/IND,.,Spanish (EU) company Acerinox requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-227,IND-AD-227,Italy,ITA,Acrylic Fibre,08/28/2001,12/06/2001,12/06/2001,A,A,01/10/2002,SD,08/12/2002,08/12/2002,A,A,09/12/2002,SD,04/19/2005,2005,MI,25.07,25.07,G/ADP/N/98/IND,.,International Rayon and Synthetic Fibres Committee requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-228,IND-AD-227,UK,GBR,Acrylic Fibre,08/28/2001,12/07/2001,12/07/2001,A,A,12/31/2001,SD,08/27/2002,08/27/2002,A,A,10/09/2002,SD,04/07/2005,2005,MI,26.16,26.16,G/ADP/N/98/IND,.,International Rayon and Synthetic Fibres Committee requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-229,IND-AD-227,Germany,DEU,Acrylic Fibre,08/28/2001,12/07/2001,12/07/2001,A,A,12/31/2001,SD,08/27/2002,08/27/2002,A,A,10/09/2002,SD,04/07/2005,2005,MI,10.29,10.29,G/ADP/N/98/IND,.,International Rayon and Synthetic Fibres Committee requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-230,IND-AD-227,Brazil,BRA,Acrylic Fibre,08/28/2001,12/07/2001,12/07/2001,A,A,12/31/2001,SD,08/27/2002,08/27/2002,A,A,10/09/2002,SD,04/07/2005,2005,MI,185.58,185.58,G/ADP/N/98/IND,.,International Rayon and Synthetic Fibres Committee requested MTR; No exports for Brazil during MTR period of investigaton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-231,IND-AD-227,Bulgaria,BGR,Acrylic Fibre,08/28/2001,12/07/2001,12/07/2001,A,A,12/31/2001,SD,08/27/2002,08/27/2002,A,A,10/09/2002,SD,04/07/2005,2005,MI,31.37,31.37,G/ADP/N/98/IND,.,International Rayon and Synthetic Fibres Committee requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-232,IND-AD-232,China,CHN,Diclofenac Sodium,09/01/2001,10/31/2001,10/31/2001,A,A,02/07/2002,SD,06/21/2002,06/21/2002,A,A,08/08/2002,SD,02/07/2007,2007,MI,67.99,67.99,G/ADP/N/92/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-233,IND-AD-233,Brazil,BRA,Poly-Iso Butylene,09/12/2001,12/12/2001,12/12/2001,A,A,01/16/2002,SD,09/09/2002,09/09/2002,A,A,10/31/2002,MI,MI,MI,MI,44.63,44.63,G/ADP/N/98/IND,.,This initiation was reported to the WTO Committee on Antidumping but no information on it was found on the Indian government website as of 11 May 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-234,IND-AD-233,European Union,EUN,Poly-Iso Butylene,09/12/2001,12/12/2001,12/12/2001,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,This initiation was reported to the WTO Committee on Antidumping but no information on it was found on the Indian government website as of 11 May 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-235,IND-AD-233,Japan,JPN,Poly-Iso Butylene,09/12/2001,12/12/2001,12/12/2001,A,A,01/16/2002,SD,09/09/2002,09/09/2002,A,A,10/31/2002,MI,MI,MI,MI,57.23,57.23,G/ADP/N/98/IND,.,This initiation was reported to the WTO Committee on Antidumping but no information on it was found on the Indian government website as of 11 May 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-236,IND-AD-233,South Korea,KOR,Poly-Iso Butylene,09/12/2001,12/12/2001,12/12/2001,A,A,01/16/2002,SD,09/09/2002,09/09/2002,A,A,10/31/2002,MI,MI,MI,MI,15.72,46.29,G/ADP/N/98/IND,.,This initiation was reported to the WTO Committee on Antidumping but no information on it was found on the Indian government website as of 11 May 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-237,IND-AD-233,Singapore,SGP,Poly-Iso Butylene,09/12/2001,12/12/2001,12/12/2001,A,A,01/16/2002,SD,09/09/2002,09/09/2002,A,A,10/31/2002,MI,MI,MI,MI,34.36,34.36,G/ADP/N/98/IND,.,This initiation was reported to the WTO Committee on Antidumping but no information on it was found on the Indian government website as of 11 May 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-238,IND-AD-233,Thailand,THA,Poly-Iso Butylene,09/12/2001,12/12/2001,12/12/2001,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,This initiation was reported to the WTO Committee on Antidumping but no information on it was found on the Indian government website as of 11 May 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-239,IND-AD-239,USA,USA,Flexible Slabstock Polyol of Molecular Weight 3000 to 4000,09/21/2001,12/14/2001,12/14/2001,A,A,02/11/2002,SD,09/19/2002,09/19/2002,A,A,10/31/2002,SD,IF,IF,MI,34.21,34.21,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-240,IND-AD-239,Japan,JPN,Flexible Slabstock Polyol of Molecular Weight 3000 to 4000,09/21/2001,12/14/2001,12/14/2001,A,A,02/11/2002,SD,09/19/2002,09/19/2002,A,A,10/31/2002,SD,IF,IF,MI,57.91,57.91,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-241,IND-AD-239,Singapore,SGP,Flexible Slabstock Polyol of Molecular Weight 3000 to 4000,09/21/2001,12/14/2001,12/14/2001,A,A,02/11/2002,SD,09/19/2002,09/19/2002,A,A,10/31/2002,SD,12/20/2011,2011,MI,4.43,4.43,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-242,IND-AD-239,European Union,EUN,Flexible Slabstock Polyol of Molecular Weight 3000 to 4000,09/21/2001,12/14/2001,12/14/2001,A,A,02/11/2002,SD,09/19/2002,09/19/2002,A,A,10/31/2002,SD,02/05/2008,2008,MI,7.98,7.98,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-243,IND-AD-243,China,CHN,Para Hydroxy Phenyl Glycine Base,10/01/2001,12/31/2001,12/31/2001,A,A,02/15/2002,SD,09/20/2002,09/20/2002,A,A,10/31/2002,SD,01/14/2008,2008,MI,97.20,97.20,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-244,IND-AD-243,Singapore,SGP,Para Hydroxy Phenyl Glycine Base,10/01/2001,12/31/2001,12/31/2001,A,A,02/15/2002,SD,09/20/2002,09/20/2002,A,A,10/31/2002,SD,01/14/2008,2008,MI,10.30,58.75,G/ADP/N/98/IND,.,Kaneka Singapore Corporation requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-245,IND-AD-245,Qatar,QAT,Caustic Soda,10/08/2001,01/18/2002,01/18/2002,A,A,03/27/2002,SD,10/07/2002,10/07/2002,A,A,10/31/2002,SD,IF,IF,MI,42.00,47.00,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-246,IND-AD-246,China,CHN,Vitamin AD3 500/100,10/17/2001,01/02/2002,01/02/2002,A,A,02/07/2002,DPU,10/16/2002,10/16/2002,A,A,12/26/2002,DPU ,MI,MI,MI,165.63,165.63,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-247,IND-AD-247,European Union,EUN,Sodium Nitrite,11/02/2001,02/01/2002,02/01/2002,A,A,03/28/2002,SD,10/28/2002,10/28/2002,A,A,11/29/2002,SD,IF,IF,MI,71.37,71.37,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-248,IND-AD-247,Taiwan,TWN,Sodium Nitrite,11/02/2001,02/01/2002,02/01/2002,A,A,03/28/2002,SD,10/28/2002,10/28/2002,A,A,11/29/2002,SD,05/27/2005,2005,MI,102.98,102.98,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-249,IND-AD-249,Hong Kong,HKG,Lead Acid Batteries,11/02/2001,04/05/2002,04/05/2002,A,A,05/22/2002,SD,01/31/2003,01/31/2003,A,A,04/02/2003,SD,12/07/2004,2004,MI,19.00,271.00,G/ADP/N/105/IND,.,"Authority has determined that there is an absence of causal link between the dumped imports of subject goods from subject countries and material injury to the domestic industry, (no duty imposed); BASE Corporation Ltd requested MTR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-250,IND-AD-249,Singapore,SGP,Lead Acid Batteries,11/02/2001,04/05/2002,04/05/2002,A,A,05/22/2002,SD,01/31/2003,01/31/2003,A,A,04/02/2003,SD,12/07/2004,2004,MI,70.00,250.00,G/ADP/N/105/IND,.,BASE Corporation Ltd requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-251,IND-AD-249,Taiwan,TWN,Lead Acid Batteries,11/02/2001,04/05/2002,04/05/2002,A,A,05/22/2002,SD,01/31/2003,01/31/2003,A,A,04/02/2003,SD,12/07/2004,2004,MI,17.71,70.19,G/ADP/N/105/IND,.,BASE Corporation Ltd requested MTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-252,IND-AD-252,Singapore,SGP,Vinyl Acetate Monomer ,11/13/2001,02/15/2002,02/15/2002,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-253,IND-AD-252,Iran,IRN,Vinyl Acetate Monomer ,11/13/2001,02/15/2002,02/15/2002,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-254,IND-AD-254,Singapore,SGP,Isopropyl Alcohol (IPA),11/21/2001,02/05/2002,02/05/2002,A,A,02/22/2002,SD,08/06/2002,08/06/2002,N,N,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-255,IND-AD-254,USA,USA,Isopropyl Alcohol (IPA),11/21/2001,02/05/2002,02/05/2002,A,A,02/22/2002,SD,08/06/2002,08/06/2002,N,N,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-256,IND-AD-254,European Union,EUN,Isopropyl Alcohol (IPA),11/21/2001,02/05/2002,02/05/2002,A,A,02/22/2002,SD,08/06/2002,08/06/2002,N,N,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-257,IND-AD-254,China,CHN,Isopropyl Alcohol (IPA),11/21/2001,02/05/2002,02/05/2002,A,A,02/22/2002,SD,08/06/2002,08/06/2002,N,N,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-258,IND-AD-258,Canada,CAN,Pentaerythritol,11/22/2001,02/15/2002,02/15/2002,A,A,03/27/2002,SD,10/08/2002,10/08/2002,A,A,10/31/2002,SD,MI,MI,MI,73.94,73.94,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-259,IND-AD-258,Japan,JPN,Pentaerythritol,11/22/2001,02/15/2002,02/15/2002,A,A,03/27/2002,SD,10/08/2002,10/08/2002,A,A,10/31/2002,SD,IF,IF,MI,65.82,65.82,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-260,IND-AD-258,Taiwan,TWN,Pentaerythritol,11/22/2001,02/15/2002,02/15/2002,A,A,03/27/2002,SD,10/08/2002,10/08/2002,A,A,10/31/2002,SD,IF,IF,MI,74.88,74.88,G/ADP/N/98/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-261,IND-AD-261,China,CHN,Hydrofluoric Acid ,12/11/2001,02/15/2002,02/15/2002,A,A,03/28/2002,SD,11/26/2002,11/26/2002,A,A,01/15/2003,SD,07/07/2011,2011,MI,38.20,38.20,G/ADP/N/98/IND,.,Initiation and Final notification located in case 14/39/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-262,IND-AD-262,European Union,EUN,Vitamin A Palmitate,01/24/2002,04/30/2002,04/30/2002,A,A,08/13/2002,SD,01/23/2003,01/23/2003,A,A,03/07/2003,SD,01/24/2005,2005,MI,52.94,58.83,G/ADP/N/105/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-263,IND-AD-262,Singapore,SGP,Vitamin A Palmitate,01/24/2002,04/30/2002,04/30/2002,OTH,OTH,.,.,01/23/2003,01/23/2003,OTH,OTH,.,.,.,.,.,.,.,.,.,"BASF South East Ltd which was the exporter under investigation has shown that they ship directly from Germany and no shipping or freight was carried out in Singapore, only coordination and invoicing; however in the MTR, they found that even though Singapore did not manufacture Vit A, they either exported or re-exported it from Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-264,IND-AD-262,Georgia,GEO,Vitamin A Palmitate,01/24/2002,04/30/2002,04/30/2002,A,A,08/13/2002,SD,01/23/2003,01/23/2003,A,A,03/07/2003,SD,01/24/2005,2005,MI,37.64,37.64,G/ADP/N/105/IND,.,"In the SSR, Georgia was found not to manufacture Vit A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-265,IND-AD-265,Poland,POL,Graphite Electrodes-UHP Grade of diameters upto and including 24 inches,01/29/2002,05/08/2002,05/08/2002,A,A,06/05/2002,SD,01/15/2003,01/15/2003,A,A,01/31/2003,SD,06/05/2007,2007,MI,36.22,36.22,G/ADP/N/105/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,India,IND-AD-266,IND-AD-265,Brazil,BRA,Graphite Electrodes-UHP Grade of diameters upto and including 24 inches,01/29/2002,05/08/2002,05/08/2002,A,A,06/05/2002,SD,01/15/2003,01/15/2003,A,A,01/31/2003,SD,06/05/2007,2007,MI,49.56,49.56,G/ADP/N/105/IND,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
