V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,CASE_CBSA,CASE_CITT,RELATED_CVD,INIT_DATE_CBSA,INIT_DATE_CITT,P_AVG_DUTY,F_AVG_DUTY,TERM_DATE,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-262,CAN-AD-262,Brazil,BRA,Hot-Rolled Carbon Steel Plate,10/15/1999,02/28/2000,12/14/1999,A,A,02/28/2000,AVD,05/29/2000,06/27/2000,A,A,06/27/2000,AVD,06/27/2005,2005,AVD,MI,MI,G/ADP/N/65/CAN,AD1228,NQ-99-004,.,10/15/1999,.,57.60,35.50,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-263,CAN-AD-262,Finland,FIN,Hot-Rolled Carbon Steel Plate,10/15/1999,02/28/2000,12/14/1999,A,A,02/28/2000,AVD,05/29/2000,06/27/2000,A,A,06/27/2000,AVD,06/27/2005,2005,AVD,MI,MI,G/ADP/N/65/CAN,AD1228,NQ-99-004,.,10/15/1999,.,57.60,57.60,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-264,CAN-AD-262,India,IND,Hot-Rolled Carbon Steel Plate,10/15/1999,02/28/2000,12/14/1999,A,A,02/28/2000,AVD,05/29/2000,06/27/2000,A,A,06/27/2000,AVD,06/27/2005,2005,AVD,MI,MI,G/ADP/N/65/CAN,AD1228,NQ-99-004,CAN-CVD-15,10/15/1999,.,13.60,14.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-265,CAN-AD-262,Indonesia,IDN,Hot-Rolled Carbon Steel Plate,10/15/1999,02/28/2000,12/14/1999,A,A,02/28/2000,AVD,05/29/2000,06/27/2000,A,A,06/27/2000,AVD,06/27/2005,2005,AVD,MI,MI,G/ADP/N/65/CAN,AD1228,NQ-99-004,CAN-CVD-16,10/15/1999,.,57.60,21.30,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-266,CAN-AD-262,Thailand,THA,Hot-Rolled Carbon Steel Plate,10/15/1999,02/28/2000,12/14/1999,A,A,02/28/2000,AVD,05/29/2000,06/27/2000,A,A,06/27/2000,AVD,06/27/2005,2005,AVD,MI,MI,G/ADP/N/65/CAN,AD1228,NQ-99-004,CAN-CVD-17,10/15/1999,.,56.30,49.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-267,CAN-AD-262,Ukraine,UKR,Hot-Rolled Carbon Steel Plate,10/15/1999,02/28/2000,12/14/1999,A,A,02/28/2000,AVD,05/29/2000,06/27/2000,A,A,06/27/2000,AVD,06/27/2005,2005,AVD,MI,MI,G/ADP/N/65/CAN,AD1228,NQ-99-004,.,10/15/1999,.,57.60,57.60,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-268,CAN-AD-268,USA,USA,Refrigerators Dishwashers Dryers,11/30/1999,04/03/2000,01/24/2000,A,A,04/03/2000,AVD,06/30/2000,08/01/2000,A,A,08/01/2000,AVD,07/29/2005,2005,AVD,9.40,15.10,G/ADP/N/72/CAN,AD1235,NQ-2000-001,.,11/30/1999,.,15.00,12.00,.,"note final CITT ruling excluded refridgerators ""with a capacity of 18.5 cubic feet and above,"" dishwashers ""with stainless steel interiors (tubs),"" dryers ""with controls at the front, removable tops and chassis designed to be stacked on top of washers,"" and any appliances designated for the habitat for humanity program.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-269,CAN-AD-269,USA,USA,Bingo Paper,03/20/2000,07/05/2000,MI,A,MI,07/05/2000,AVD,.,.,OTH,.,09/27/2000,PU,06/20/2003,2003,PU,MI,MI,G/ADP/N/72/CAN,AD1240,NQ-2000-003,.,03/20/2000,.,43.50,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-270,CAN-AD-270,Brazil,BRA,Stainless Steel Round Bar,03/31/2000,06/29/2000,MI,A,MI,06/29/2000,AVD,09/27/2000,10/27/2000,A,A,10/27/2000,AVD,01/18/2005,2005,AVD,37.30,37.30,G/ADP/N/72/CAN,AD1238,NQ-2000-002,CAN-CVD-18,03/31/2000,.,37.30,37.30,.,exclusions in the final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-271,CAN-AD-271,China,CHN,Waterproof Footwear,05/12/2000,08/10/2000,MI,A,MI,08/10/2000,AVD,11/08/2000,12/08/2000,A,A,12/08/2000,AVD,10/17/2007,2007,AVD,33.00,33.00,G/ADP/N/72/CAN,AD1241,NQ-2000-004,.,05/12/2000,.,40.00,33.00,.,"final excluded _ fully waterproof polyvinyl chloride injection-moulded footwear consisting of a one-piece construction where the entire surface, other than the sole portion, is coated with an adhesive and flocked with small particles of suede, suede dust or suede powder, whether or not trimmed with other materials and however fastened; and
_ women's waterproof footwear consisting of a polyvinyl chloride or polyurethane injection-moulded sole of non-boat-like construction and a polyurethane or nylon upper that is treated and affixed to the sole in a manner that makes the boot fully waterproof, whether or not trimmed with other materials and however fastened., and ski-boots, skating boots and all footwear subject to the order made in the canadian international trade tribunal review no. RR-97-001
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-272,CAN-AD-272,USA,USA,Grain Corn,08/09/2000,11/07/2000,10/10/2000,A,A,11/07/2000,SD,02/05/2001,03/07/2001,A,N,.,.,.,.,.,.,.,.,AD1242,NQ-2000-005,CAN-CVD-20,08/09/2000,08/10/2000,36.00,0.00,.,"counting both the cvd and dumping cases, the prelim duty was US$1.58 per bushel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-273,CAN-AD-273,China,CHN,Fresh or Frozen Garlic,10/31/2000,01/02/2001,12/29/2000,A,A,01/02/2001,SD,04/02/2001,05/02/2001,A,A,05/02/2001,AVD,03/19/2007,2007,AVD,MI,MI,G/ADP/N/78/CAN,AD1250,NQ-2000-006,.,10/31/2000,11/01/2000,70.1 (imposed as CAN$1.59/KG),68.10,.,excluded the subject goods in NQ-96-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-274,CAN-AD-273,Vietnam,VNM,Fresh or Frozen Garlic,10/31/2000,01/02/2001,12/29/2000,A,A,01/02/2001,SD,04/02/2001,05/02/2001,A,A,05/02/2001,AVD,05/01/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1250,NQ-2000-006,.,10/31/2000,11/01/2000,65.2 (imposed as CAN$1.48/KG),55.70,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-275,CAN-AD-275,Indonesia,IDN,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,30.00,40.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-276,CAN-AD-275,Japan,JPN,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,30.00,39.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-277,CAN-AD-275,Latvia,LVA,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,20.00,3.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-278,CAN-AD-275,Moldova,MDA,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,30.00,40.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-279,CAN-AD-275,Poland,POL,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,30.00,40.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-280,CAN-AD-275,Taiwan,TWN,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,30.00,40.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-281,CAN-AD-275,Ukraine,UKR,Concrete Reinforcing Steel Bars,11/03/2000,02/01/2001,01/02/2001,A,A,02/01/2001,AVD,05/01/2001,06/01/2001,A,A,06/01/2001,AVD,05/31/2006,2006,AVD,MI,MI,G/ADP/N/78/CAN,AD1247,NQ-2000-007,.,11/03/2000,11/06/2000,27.00,15.70,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-282,CAN-AD-282,Norway,NOR,Pulp-Dewatering Screw Presses,11/27/2000,.,.,T,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AD1251,.,.,11/27/2000,.,0.00,0.00,01/19/2001,not enough evidence of dumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-283,CAN-AD-283,China,CHN,Corrosion Resistant Steel Sheet,12/04/2000,03/05/2001,02/02/2001,A,A,03/05/2001,AVD,06/04/2001,07/03/2001,A,N,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,.,12/04/2000,12/05/2000,40.50,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-284,CAN-AD-283,India,IND,Corrosion Resistant Steel Sheet,12/04/2000,03/05/2001,02/02/2001,A,A,03/05/2001,AVD,06/04/2001,07/03/2001,A,N,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,CAN-CVD-21,12/04/2000,12/05/2000,24.80,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-285,CAN-AD-283,Malaysia,MYS,Corrosion Resistant Steel Sheet,12/04/2000,03/05/2001,02/02/2001,A,A,03/05/2001,AVD,06/04/2001,07/03/2001,A,N,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,.,12/04/2000,12/05/2000,40.50,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-286,CAN-AD-283,Portugal,PRT,Corrosion Resistant Steel Sheet,12/04/2000,.,02/02/2001,T,A,.,.,.,.,.,.,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,.,12/04/2000,12/05/2000,0.00,0.00,03/05/2001,negligible volume of dumped goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-287,CAN-AD-283,Russia,RUS,Corrosion Resistant Steel Sheet,12/04/2000,03/05/2001,02/02/2001,A,A,03/05/2001,AVD,06/04/2001,07/03/2001,A,N,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,.,12/04/2000,12/05/2000,40.50,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-288,CAN-AD-283,Taiwan,TWN,Corrosion Resistant Steel Sheet,12/04/2000,03/05/2001,02/02/2001,A,A,03/05/2001,AVD,06/04/2001,07/03/2001,A,N,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,.,12/04/2000,12/05/2000,26.70,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-289,CAN-AD-283,South Africa,ZAF,Corrosion Resistant Steel Sheet,12/04/2000,03/05/2001,02/02/2001,A,A,03/05/2001,AVD,06/04/2001,07/03/2001,A,N,.,.,.,.,.,.,.,.,AD1258,NQ-2000-008,.,12/04/2000,12/05/2000,40.50,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-290,CAN-AD-290,Brazil,BRA,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,IF,IF,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,35.70,11.20,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-291,CAN-AD-290,Bulgaria,BGR,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,IF,IF,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,49.00,62.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-292,CAN-AD-290,China,CHN,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,IF,IF,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,25.40,7.70,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-293,CAN-AD-290,Serbia and Montenegro ,SCG,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,08/16/2006,2006,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,49.00,62.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-294,CAN-AD-290,Taiwan,TWN,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,IF,IF,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,46.30,56.40,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-295,CAN-AD-290,India,IND,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,IF,IF,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,CAN-CVD-22,01/19/2001,01/22/2001,26.30,34.20,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-296,CAN-AD-290,Korea,KOR,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,N,.,.,.,.,.,.,.,.,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,34.20,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-297,CAN-AD-290,Macedonia,MKD,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,08/16/2006,2006,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,49.00,62.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-298,CAN-AD-290,New Zealand,NZL,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,N,.,.,.,.,.,.,.,.,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,28.60,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-299,CAN-AD-290,Saudi Arabia,SAU,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,N,.,.,.,.,.,.,.,.,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,49.00,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-300,CAN-AD-290,South Africa,ZAF,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,08/15/2011,2011,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,26.40,30.20,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-301,CAN-AD-290,Ukraine,UKR,Hot-Rolled Carbon Steel Sheet,01/19/2001,04/19/2001,03/20/2001,A,A,04/19/2001,AVD,07/18/2001,08/17/2001,A,A,08/17/2001,AVD,IF,IF,AVD,MI,MI,G/ADP/N/85/CAN,AD1262,NQ-2001-001,.,01/19/2001,01/22/2001,49.00,62.90,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-302,CAN-AD-302,Brazil,BRA,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,10/09/2001,A,N,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,14.34,0.00,.,"with the final for this case, this is when the CBSA stopped reporting margins as a % of normal value, and instead as a % of export price",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-303,CAN-AD-302,Taiwan,TWN,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,10/09/2001,A,N,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,31.10,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-304,CAN-AD-302,China,CHN,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,10/09/2001,A,N,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,9.98,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-305,CAN-AD-302,Italy,ITA,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,.,A,T,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,31.10,0.00,09/11/2001,negligible volume of dumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-306,CAN-AD-302,Korea,KOR,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,10/09/2001,A,N,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,30.95,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-307,CAN-AD-302,Luxembourg,LUX,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,.,A,T,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,8.95,0.00,09/11/2001,negligible volume of dumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-308,CAN-AD-302,Macedonia,MKD,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,.,A,T,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,23.12,0.00,09/11/2001,negligible volume of dumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-309,CAN-AD-302,Malaysia,MYS,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,.,A,T,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,12.86,0.00,09/11/2001,negligible volume of dumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-310,CAN-AD-302,South Africa,ZAF,Cold-Rolled Steel Sheet,03/12/2001,06/11/2001,05/11/2001,A,A,06/11/2001,AVD,09/10/2001,10/09/2001,A,N,.,.,.,.,.,.,.,.,AD1265,NQ-2001-002,.,03/12/2001,03/13/2001,31.10,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-311,CAN-AD-311,China,CHN,Leather Safety Footwear,06/15/2001,08/29/2001,08/14/2001,A,A,08/29/2001,AVD,11/27/2001,12/27/2001,A,A,12/27/2001,AVD,12/26/2006,2006,AVD,MI,MI,G/ADP/N/85/CAN,AD1275,NQ-2001-003,.,06/15/2001,06/18/2001,45.70,39.40,.,"note from here on, both prelim and final are in terms of export price. final excluded · athletic style and hiking style leather safety shoes of cement construction. for greater clarity, shoes are defined as footwear worn below the ankle, and cement construction refers to a process where the outsole is cemented to the bottom of a lasted upper.
· leather boots with metal toe caps and rubber outsoles, for use in motorcycle riding, incorporating zippers or buckles and a commonly recognized motorcycle brand name affixed permanently.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-312,CAN-AD-312,USA,USA,Fresh Tomatoes,11/09/2001,03/25/2002,01/08/2002,A,A,03/25/2002,AVD,06/24/2002,06/26/2002,A,N,.,.,.,.,.,.,.,.,AD1274,NQ-2001-004,.,11/09/2001,11/13/2001,22 (cooperative exporters) 71 (uncooperative) 37 (overall),0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-313,CAN-AD-313,China,CHN,Automotive Laminated Windshields,12/18/2001,05/02/2002,02/15/2002,A,A,05/02/2002,AVD,07/31/2002,08/30/2002,A,N,.,.,.,.,.,.,.,.,AD1278,NQ-2002-001,.,12/18/2001,12/19/2001,54.00,0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-314,CAN-AD-314,Hong Kong,HKG,Waterproof Footwear and Footwear Bottoms,04/16/2002,09/09/2002,06/25/2002,A,A,09/09/2002,AVD,12/09/2002,.,A,T,.,.,.,.,.,.,.,.,AD1284,NQ-2002-002,.,04/16/2002,04/26/2002,187 (non-cooperative) 42 (non-sampled exporters),0.00,01/07/2003,negligible volume of dumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-315,CAN-AD-314,Macao,MAC,Waterproof Footwear and Footwear Bottoms,04/16/2002,09/09/2002,06/25/2002,A,A,09/09/2002,AVD,12/09/2002,01/07/2003,A,N,.,.,.,.,.,.,.,.,AD1284,NQ-2002-002,.,04/16/2002,04/26/2002,187 (non-cooperative) 26 (non-sampled/cooperative exporters),0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-316,CAN-AD-314,Vietnam,VNM,Waterproof Footwear and Footwear Bottoms,04/16/2002,09/09/2002,06/25/2002,A,A,09/09/2002,AVD,12/09/2002,01/07/2003,A,N,.,.,.,.,.,.,.,.,AD1284,NQ-2002-002,.,04/16/2002,04/26/2002,187 (non-cooperative) 72 (non-sampled/cooperative exporters),0.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-317,CAN-AD-317,China,CHN,Xanthates,06/21/2002,11/04/2002,08/20/2002,A,A,11/04/2002,AVD,02/03/2003,03/04/2003,A,A,03/04/2003,AVD,03/03/2008,2008,AVD/PU,44.70,44.70,G/ADP/N/105/CAN,AD1282,NQ-2002-003,.,06/21/2002,06/24/2002,45.00,44.70,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-318,CAN-AD-318,China,CHN,Carbon Steel Pipe Nipples,12/18/2002,04/02/2003,02/17/2003,A,A,04/02/2003,AVD,06/16/2003,07/16/2003,A,A,07/16/2003,AVD,IF,IF,AVD/PU,4.00,158.00,G/ADP/N/112/CAN,AD1291A,NQ-2002-004,.,12/18/2002,12/17/2002,238.00,150.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-319,CAN-AD-318,China,CHN,Carbon Steel Threaded Couplings,12/18/2002,04/02/2003,02/17/2003,A,A,04/02/2003,AVD,06/16/2003,07/16/2003,A,A,07/16/2003,AVD,IF,IF,AVD/PU,4.00,158.00,G/ADP/N/112/CAN,AD1291B,NQ-2002-004,.,12/18/2002,12/17/2002,119.00,50.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-320,CAN-AD-318,China,CHN,Carbon Steel Adaptor Fittings,12/18/2002,04/02/2003,02/17/2003,A,A,04/02/2003,AVD,06/16/2003,07/16/2003,A,A,07/16/2003,AVD,IF,IF,AVD/PU,4.00,158.00,G/ADP/N/112/CAN,AD1291C,NQ-2002-004,.,12/18/2002,12/17/2002,101.00,74.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-321,CAN-AD-321,Korea,KOR,Steel Structural Tubing,05/21/2003,08/19/2003,07/21/2003,A,A,08/19/2003,AVD,11/17/2003,12/23/2003,A,A,12/23/2003,AVD,IF,IF,AVD,89.00,89.00,G/ADP/N/112/CAN,AD1303,NQ-2003-001,.,05/21/2003,05/22/2003,44.00,89.00,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,Canada,CAN-AD-322,CAN-AD-321,South Africa,ZAF,Steel Structural Tubing,05/21/2003,08/19/2003,07/21/2003,A,A,08/19/2003,AVD,11/17/2003,12/23/2003,A,A,12/23/2003,AVD,IF,IF,AVD/PU,9.50,88.70,G/ADP/N/112/CAN,AD1303,NQ-2003-001,.,05/21/2003,05/22/2003,22.60,55.40,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
