V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,CASE_ITA,CASE_ITC,RELATED_CVD,ITC_REPCODE,INIT_DATE_ITA,INIT_DATE_ITC,TERM_DATE,P_AD_DUTY,F_AD_DUTY,INIT_ITA_GP,INIT_ITC_GP,P_DUMP_GP,P_INJ_GP,F_DUMP_GP,F_INJ_GP,F_AD_MEASURE_GP,TERM_GP,REVOKE_GP,SUSP_GP,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-309,USA-AD-308,Japan,JPN,Butt-Weld Pipe Fittings,03/12/1986,08/11/1986,04/16/1986,A,A,08/11/1986,AVD,12/29/1986,02/04/1987,A,A,02/10/1987,AVD,IF,IF,AVD,.,.,.,A-588-602,731-TA-309,.,731-TA-308,03/24/1986,03/12/1986,.,59.6,62.79,51 / 10070,51/ 8568,51/ 28734,51/ 12938,51/ 46892,52/ 3498,52/ 4167,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-310,USA-AD-308,Taiwan,TWN,Butt-Weld Pipe Fittings,03/12/1986,08/11/1986,04/16/1986,A,A,08/11/1986,AVD,10/24/1986,12/17/1986,A,A,12/17/1986,AVD,IF,IF,AVD,.,.,.,A-583-605,731-TA-310,.,731-TA-308,03/24/1986,03/12/1986,.,61.11,49.46,51 / 10069,51/ 8568,51/ 28735,51/ 12938,51/ 37770,51/ 45188,51/ 45152,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-311,USA-AD-311,Brazil,BRA,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,11/10/1986,12/31/1986,A,A,01/12/1987,AVD,05/01/2005,2005,AVD,.,.,., A-351-603  ,731-TA-311,USA-CVD-297,731-TA-311,04/07/1986,03/19/1986,.,42.25,37.15,51 / 11771,51/ 9536,51/ 30092,51/ 16235,51/ 40831,51/ 47315,52/ 1214,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-312,USA-AD-311,Canada,CAN,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,12/09/1986,12/31/1986,A,A,01/12/1987,AVD,05/01/2005,2005,AVD,.,.,., A-122-601,731-TA-312,.,731-TA-311,04/07/1986,03/19/1986,.,8.88,8.10,51 / 11771,51/ 9536,51/ 30093,51/ 16235,51/ 44319,51/ 47315,52/ 1217,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-313,USA-AD-311,France,FRA,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,01/09/1987,02/06/1987,A,A,03/06/1987,AVD,IF,IF,AVD,.,.,., A-427-602 ,731-TA-313,USA-CVD-298,731-TA-311,04/07/1986,03/19/1986,.,40.95,42.24,51 / 11773,51/ 9536,51/ 30096,51/ 16235,52/ 812,52/ 5839,52/ 6995,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-314,USA-AD-311,Italy,ITA,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,01/09/1987,02/06/1987,A,A,03/06/1987,AVD,IF,IF,AVD,.,.,.,A-475-601 ,731-TA-314,.,731-TA-311,04/07/1986,03/19/1986,.,4.02,9.74,51 / 11774,51/ 9536,51/ 30097,51/ 16235,52/ 816,52/ 5839,52/ 6997,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-315,USA-AD-311,South Korea,KOR,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,11/10/1986,12/31/1986,A,A,01/12/1987,AVD,05/01/2000,2000,AVD,.,.,., A-580-603 ,731-TA-315,.,731-TA-311,04/07/1986,03/19/1986,.,7.52,7.17,51 / 11775,51/ 9536,51/ 30086,51/ 16235,51/ 40833,51/ 47315,52/ 1215,.,65/ 25305,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-316,USA-AD-311,Sweden,SWE,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,01/09/1987,02/06/1987,A,A,03/06/1987,AVD,05/01/2000,2000,AVD,.,.,., A-401-601 ,731-TA-316,.,731-TA-311,04/07/1986,03/19/1986,.,8.49,9.49,51 / 11776,51/ 9536,51/ 30088,51/ 16235,52/ 819,52/ 5839,52/ 6998,.,65/ 25305,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-317,USA-AD-311,West Germany,FRG,Brass Sheet/Strip,03/19/1986,08/22/1986,05/01/1986,A,A,08/22/1986,AVD,01/09/1987,02/06/1987,A,A,03/06/1987,AVD,IF,IF,AVD,.,.,., A-428-602 ,731-TA-317,.,731-TA-311,04/07/1986,03/19/1986,.,9.98,7.30,51 / 11772,51/ 9536,51/ 30090,51/ 16235,52/ 822,52/ 5839,52/ 6997,.,.,.,applies to Germany after unification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-318,USA-AD-318,Israel,ISR,Oil Country Tubular Goods,03/19/1986,08/25/1986,05/07/1986,A,A,08/25/1986,AVD,01/14/1987,03/04/1987,A,A,03/06/1987,AVD,07/27/1999,1999,AVD,.,.,., A-508-602 ,731-TA-318,USA-CVD-299,731-TA-276,04/08/1986,03/19/1986,.,25.99,5.12,51 / 11963,51/ 9540,51/ 30259,51/ 16907,52/ 1511,52/ 6633,52/ 7000,.,64/ 40548,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-319,USA-AD-319,El Salvador,SLV,Jalousie Window Cranks,03/27/1986,09/03/1986,05/14/1986,A,A,09/03/1986,AVD,11/17/1986,01/14/1987,A,N,.,.,.,.,.,.,.,., A-211-601 ,731-TA-319,USA-CVD-300,731-TA-319,04/17/1986,03/27/1986,.,39.69,.,51 / 13039,51/ 10581,51/ 31350,51/ 17683,51/ 32974,52/ 1538,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-320,USA-AD-320,Belgium,BEL,Unfinished Mirrors,04/09/1986,09/12/1986,05/29/1986,A,A,09/12/1986,AVD,02/02/1987,03/19/1987,A,N,.,.,.,.,.,.,.,., A-423-601 ,731-TA-320,.,731-TA-320,04/29/1986,04/09/1986,.,0.82,.,51 / 15933,51/ 12221,51/ 32505,51/ 19423,52/ 3156,52/ 8656,.,.,.,.,ITC amended final margin on 3/12/87 in 52 fr 7634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-321,USA-AD-320,West Germany,FRG,Unfinished Mirrors,04/09/1986,09/12/1986,05/29/1986,A,A,09/12/1986,AVD,12/02/1986,01/22/1987,A,N,.,.,.,.,.,.,.,., A-428-603,731-TA-321,.,731-TA-320,04/29/1986,04/09/1986,.,6.98,.,51 / 15934,51/ 12221,51/ 32511,51/ 19423,51/ 43403,52/ 2459,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-322,USA-AD-320,Italy,ITA,Unfinished Mirrors,04/09/1986,09/12/1986,05/29/1986,A,A,09/12/1986,AVD,12/02/1986,01/22/1987,A,N,.,.,.,.,.,.,.,., A-475-602 ,731-TA-322,.,731-TA-320,04/29/1986,04/09/1986,.,116.26,.,51 / 15935,51/ 12221,51/ 32506,51/ 19423,51/ 43406,52/ 2459,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-323,USA-AD-320,Japan,JPN,Unfinished Mirrors,04/09/1986,09/12/1986,05/29/1986,A,A,09/12/1986,AVD,12/02/1986,01/22/1987,A,N,.,.,.,.,.,.,.,., A-588-603,731-TA-323,.,731-TA-320,04/29/1986,04/09/1986,.,89.59,.,51 / 15936,51/ 12221,51/ 32507,51/ 19423,51/ 43407,52/ 2459,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-324,USA-AD-320,Portugal,PRT,Unfinished Mirrors,04/09/1986,09/12/1986,05/29/1986,A,A,09/12/1986,AVD,12/02/1986,01/22/1987,A,N,.,.,.,.,.,.,.,.,A-471-601,731-TA-324,.,731-TA-320,04/29/1986,04/09/1986,.,0.82,.,Ê51 / 15937,51/ 12221,51/ 32508,51/ 19423,51/ 43409,52/ 2459,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-325,USA-AD-320,United Kingdom,GBR,Unfinished Mirrors,04/09/1986,09/12/1986,05/29/1986,A,A,09/12/1986,AVD,12/02/1986,01/22/1987,A,N,.,.,.,.,.,.,.,., A-412-601 ,731-TA-325,.,731-TA-320,04/29/1986,04/09/1986,.,13.46,.,51 / 15937,51/ 12221,51/ 32510,51/ 19423,51/ 43411,52/ 2459,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-326,USA-AD-326,Brazil,BRA,Frozen Concentrated Orange Juice,05/21/1986,10/23/1986,07/02/1986,A,A,10/23/1986,AVD,03/17/1987,04/29/1987,A,A,05/05/1987,AVD,04/13/2005,2005,AVD,.,.,., A-351-605,731-TA-326,.,731-TA-326,06/04/1986,05/21/1986,.,8.54,1.96,51 / 20321,51/ 18671,51/ 37618,51/ 24238,52/ 8324,52/ 15566,52/ 16426,.,70/ 19416,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-327,USA-AD-327,Canada,CAN,Fresh Cut Flowers,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,01/20/1987,03/19/1987,A,P,03/18/1987,AVD,06/18/1993,1993,AVD,.,.,., A-122-604 ,731-TA-327,USA-CVD-310,731-TA-327,06/17/1986,06/06/1986,.,11.33,7.76,51 / 21946,51/ 20717,51/ 39884,51/ 25751,52/ 2126,52/ 8657,52/ 8491,.,58/ 33616,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-328,USA-AD-327,Chile,CHL,Standard Carnations,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,02/02/1987,03/19/1987,A,A,03/20/1987,AVD,09/03/1999,1999,AVD,.,.,.,A-337-602,731-TA-328,USA-CVD-311,731-TA-327,06/17/1986,06/06/1986,.,33.2,16.53,51 / 21951,51/ 20717,51/ 39885,51/ 25751,52/ 3152,52/ 8657,52/ 8939,.,64/ 48347,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-329,USA-AD-327,Colombia,COL,Fresh Cut Flowers,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,03/05/1987,03/19/1987,A,P,03/18/1987,AVD,07/20/1999,1999,AVD,.,.,.,A-301-602,731-TA-329,USA-CVD-305,731-TA-327,06/17/1986,06/06/1986,.,8.91,4.40,51 / 21947,51/ 20717,51/ 39887,51/ 25751,52/ 6842,52/ 8657,52/ 8492,.,64/ 38887,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-330,USA-AD-327,Costa Rica,CRI,Fresh Cut Flowers,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,03/05/1987,03/19/1987,A,P,03/18/1987,AVD,MI,MI,AVD,.,.,., A-223-602 ,731-TA-330,USA-CVD-306,731-TA-327,06/17/1986,06/06/1986,.,27.29,0.74,51 / 21948,51/ 20717,51/ 39890,51/ 25751,52/ 6842,52/ 8657,52/ 8493,.,.,.,ITA amended its final to negative on 3/18/87 in 52 fr 8493 because of a court case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-331,USA-AD-327,Ecuador,ECU,Fresh Cut Flowers,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,01/20/1987,03/19/1987,A,P,03/18/1987,AVD,10/19/1999,1999,AVD,.,.,., A-331-602,731-TA-331,USA-CVD-309,731-TA-327,06/17/1986,06/06/1986,.,25.86,4.48,51 / 21947,51/ 20717,51/ 39892,51/ 25751,52/ 2128,52/ 8657,52/ 8494,.,64/ 56327,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-332,USA-AD-327,Kenya,KEN,Standard Carnations,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,03/25/1987,04/27/1987,A,P,04/23/1987,AVD,05/07/1999,1999,AVD,.,.,., A-779-602,731-TA-332,USA-CVD-307,731-TA-327,06/17/1986,06/06/1986,.,4.69,1.58,51 / 21949,51/ 20717,51/ 39895,51/ 25751,52/ 9518,52/ 13882,52/ 13490,.,64/ 24572,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-333,USA-AD-327,Mexico,MEX,Fresh Cut Flowers,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,03/03/1987,04/27/1987,A,A,04/23/1987,AVD,09/03/1999,1999,AVD,.,.,., A-201-601 ,731-TA-333,.,731-TA-327,06/17/1986,06/06/1986,.,15.17,18.20,51 / 21950,51/ 20717,51/ 39896,51/ 25751,52/ 6361,52/ 13882,53/ 13491,.,64/ 48347,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-334,USA-AD-327,Peru,PER,Fresh Cut Flowers,06/06/1986,11/03/1986,07/16/1986,A,A,11/03/1986,AVD,03/07/1987,.,N,T,.,.,.,.,.,.,.,., A-333-602 ,731-TA-334,USA-CVD-308,731-TA-327,06/17/1986,06/06/1986,03/25/1987,1.78,.,Ê51 / 21951,51/ 20717,51/ 39899,51/ 25751,52/ 7000,.,.,52/ 9553,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-335,USA-AD-335,Brazil,BRA,Tubeless Steel Disk Wheels,06/05/1986,12/29/1986,07/16/1986,A,A,12/29/1986,AVD,03/20/1987,05/08/1987,A,A,05/28/1987,AVD,06/29/1992,1992,AVD,.,.,.,A-351-606 ,731-TA-335,.,731-TA-335,06/17/1986,06/05/1986,.,11.28,17.99,51 / 21952,51/ 20558,51/ 46904,51/ 25752,52/ 8947,52/ 17487,52/ 19903,.,57/ 28829,.,remanded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-336,USA-AD-297,Spain,ESP,Porcelain-On-Steel Cookware,07/09/1986,12/12/1986,08/20/1986,A,A,12/12/1986,AVD,.,02/11/1987,T,W,.,.,.,.,.,.,.,., A-469-602 ,731-TA-336,USA-CVD-314,731-TA-297,07/25/1986,07/09/1986,01/30/1987,5.47,.,51 / 26729,51/ 24948,51/ 44825,51/ 29710,.,52/ 4394,.,52/ 3036,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-337,USA-AD-337,Brazil,BRA,Paint Filters,07/23/1986,12/30/1986,09/10/1986,A,A,12/30/1986,AVD,05/21/1987,.,N,T,.,.,.,.,.,.,.,., A-351-607 ,731-TA-337,USA-CVD-316,731-TA-337,08/11/1986,07/23/1986,05/27/1987,3.43,.,51 / 28737,51/ 26476,51/ 47037,51/ 32257,52/ 19181,.,.,52/ 19935,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-338,USA-AD-338,East Germany,GDR,Urea,07/23/1986,01/02/1987,09/10/1986,A,A,01/02/1987,AVD,05/26/1987,07/08/1987,A,A,07/14/1987,AVD,04/03/1998,1998,AVD,.,.,., A-429-601 ,731-TA-338,.,731-TA-338,08/12/1986,07/23/1986,.,144.11,44.80,51 / 28854,51/ 26477,52/ 121,51/ 32259,52/ 19549,52/ 25640,52/ 26366,.,63/ 16471,.,changed to a-428-605 eff 10/03/1990 when germany united,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-339,USA-AD-338,Romania,ROU,Urea,07/23/1986,01/02/1987,09/10/1986,A,A,01/02/1987,AVD,05/26/1987,07/08/1987,A,A,07/14/1987,AVD,12/29/2004,2004,AVD,.,.,., A-485-601,731-TA-339,.,731-TA-338,08/12/1986,07/23/1986,.,53.71,90.71,51 / 28855,51/ 26477,52/ 122,51/ 32259,52/ 19553,52/ 25640,52/ 26366,.,69/ 77993,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-340,USA-AD-338,USSR,USR,Urea,07/23/1986,01/02/1987,09/10/1986,A,A,01/02/1987,AVD,05/26/1987,07/08/1987,A,A,07/14/1987,AVD,IF,IF,AVD,.,.,., A-461-601,731-TA-340,.,731-TA-338,08/12/1986,07/23/1986,.,84.9,64.93,51 / 28857,51/ 26477,52/ 124,51/ 32259,52/ 19557,52/ 25640,52/ 26366,.,69/ 77993,.,case shifted to various former-USSR states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-341,USA-AD-341,Hungary,HUN,Tapered Roller Bearings,09/04/1986,02/06/1987,10/16/1986,A,A,02/06/1987,AVD,05/08/1987,06/11/1987,A,A,06/19/1987,AVD,07/11/2000,2000,AVD,.,.,.,A-437-601 ,731-TA-341,.,731-TA-341,09/19/1986,09/04/1986,.,3.66,7.42,51 / 33284,51/ 31732,52/ 3836,51/ 36874,52/ 17428,52/ 22399,52/ 23319,.,65/ 42667,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-342,USA-AD-341,Italy,ITA,Tapered Roller Bearings,09/04/1986,02/06/1987,10/16/1986,A,A,02/06/1987,AVD,06/29/1987,08/12/1987,A,A,08/14/1987,AVD,10/09/1996,1996,AVD,.,.,., A-475-603,731-TA-342,.,731-TA-341,09/19/1986,09/04/1986,.,54.18,124.70,51 / 33285,51/ 31732,52/ 3835,51/ 36874,52/ 24198,52/ 29902,52/ 30417,.,61/ 52920,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-343,USA-AD-341,Japan,JPN,Tapered Roller Bearings,09/04/1986,03/27/1987,10/16/1986,A,A,03/27/1987,AVD,08/17/1987,10/01/1987,A,A,10/06/1987,AVD,07/11/2000,2000,AVD,.,.,., A-588-604,731-TA-343,.,731-TA-341,09/19/1986,09/04/1986,.,18.09,47.57,51 / 33286,51/ 31732,52/ 9905,51/ 36874,52/ 30700,52/ 36847,52/ 37352,.,65/ 42667,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-344,USA-AD-341,China,CHN,Tapered Roller Bearings,09/04/1986,02/06/1987,10/16/1986,A,A,02/06/1987,AVD,05/27/1987,06/11/1987,A,A,06/15/1987,AVD,IF,IF,AVD,.,.,.,A-570-601,731-TA-344,.,731-TA-341,09/19/1986,09/04/1986,.,9.65,0.97,51 / 33283,51/ 31732,52/ 3833,51/ 36874,52/ 19748,52/ 22399,52/ 22667,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-345,USA-AD-341,Romania,ROU,Tapered Roller Bearings,09/04/1986,02/06/1987,10/16/1986,A,A,02/06/1987,AVD,05/08/1987,06/11/1987,A,A,06/19/1987,AVD,07/11/2000,2000,AVD,.,.,., A-485-602 ,731-TA-345,.,731-TA-341,09/19/1986,09/04/1986,.,8.87,8.70,51 / 33287,51/ 31732,52/ 3838,51/ 36874,52/ 17433,52/ 22399,52/ 23320,.,65/ 42667,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-346,USA-AD-341,Yugoslavia,YUG,Tapered Roller Bearings,09/04/1986,02/06/1987,10/16/1986,A,A,02/06/1987,AVD,06/29/1987,08/12/1987,A,A,08/14/1987,AVD,11/24/1995,1995,AVD,.,.,., A-479-601 ,731-TA-346,.,731-TA-341,09/19/1986,09/04/1986,.,33.61,33.61,51 / 33288,51/ 31732,52/ 3840,51/ 36874,52/ 24200,52/ 29902,52/ 30417,.,60/ 58046,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-347,USA-AD-347,Japan,JPN,Malleable Iron Pipe Fittings,09/10/1986,02/13/1987,10/22/1986,A,A,02/13/1987,AVD,04/27/1987,06/24/1987,A,A,07/06/1987,AVD,04/11/2005,2005,AVD,.,.,., A-588-605 ,731-TA-347,.,731-TA-347,09/25/1986,09/10/1986,.,77.75,57.39,51 / 34110,51/ 32256,52/ 4635,51/ 37498,52/ 13855,52/ 23726,52/ 25281,.,70/ 18368,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-348,USA-AD-347,Thailand,THA,Malleable Iron Pipe Fittings,09/10/1986,02/13/1987,10/22/1986,A,A,02/13/1987,AVD,07/06/1987,08/19/1987,A,A,08/20/1987,AVD,02/28/2000,2000,AVD,.,.,., A-549-601,731-TA-348,.,731-TA-347,09/25/1986,09/10/1986,.,2.75,1.70,51 / 34111,51/ 32256,52/ 4637,51/ 37498,52/ 25282,52/ 31095,52/ 31440,.,65/ 10470,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-349,USA-AD-349,Taiwan,TWN,Rectangular Pipe,10/16/1986,03/17/1987,11/26/1986,A,A,03/17/1987,AVD,06/01/1987,07/22/1987,A,N,.,.,.,.,.,.,.,., A-583-606,731-TA-349,.,731-TA-349,10/27/1986,10/16/1986,.,10.58,.,51 / 37950,51/ 38673,52/ 8331,51/ 42945,52/ 20440,52/ 27598,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-350,USA-AD-350,Brazil,BRA,Forged Steel Crankshafts,10/16/1986,.,.,.,W,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-351-610,731-TA-350,USA-CVD-318,731-TA-350,.,10/16/1986,11/13/1986,.,.,.,51/ 36871,.,.,.,.,.,51/ 41163,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-351,USA-AD-350,West Germany,FRG,Forged Steel Crankshafts,10/16/1986,05/13/1987,12/10/1986,A,A,05/13/1987,AVD,07/28/1987,09/16/1987,A,A,09/21/1987,AVD,10/30/1996,1996,AVD,.,.,., A-428-604,731-TA-351,.,731-TA-350,11/06/1986,10/16/1986,.,0.78,2.02,51 / 40349,51/ 36871,52/ 17999-17802,51/ 44357,52/ 28170,52/ 35004,52/ 35467,.,61/ 55957,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-352,USA-AD-350,Japan,JPN,Forged Steel Crankshafts,10/16/1986,05/13/1987,12/10/1986,N,A,.,.,10/02/1987,.,N,.,.,.,.,.,.,.,.,., A-588-606 ,731-TA-352,.,731-TA-350,11/06/1986,10/16/1986,.,.,.,51 / 40347,51/ 36871,52/ 17999-17802,51/ 44357,52/ 36984,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-353,USA-AD-350,United Kingdom,GBR,Forged Steel Crankshafts,10/16/1986,05/13/1987,12/10/1986,A,A,05/13/1987,AVD,09/01/1987,09/16/1987,A,A,09/23/1987,AVD,04/08/1997,1997,AVD,.,.,., A-412-602,731-TA-353,.,731-TA-350,11/06/1986,10/16/1986,.,24.53,14.67,51 / 40348,51/ 36871,52/ 17999-17802,51/ 44357,52/ 32951,52/ 35004,52/ 35751,.,62/ 16768,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-354,USA-AD-354,Sweden,SWE,Stainless Steel Pipe,10/29/1986,05/22/1987,12/10/1986,A,A,05/22/1987,AVD,10/09/1987,11/25/1987,A,A,12/03/1987,AVD,09/01/1999,1999,AVD,.,.,., A-401-603 ,731-TA-354,.,731-TA-354,11/17/1996,10/29/1986,.,35.43,28.60,51 / 41514,51/ 39594,52/ 19369,51/ 44536,52/ 37810,55/ 45256,52/ 45985,.,64/ 47763,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-355,USA-AD-355,Japan,JPN,Silica Filament Fabric,11/05/1986,05/13/1987,01/09/1987,A,A,05/13/1987,AVD,07/27/1987,09/16/1987,A,A,09/23/1987,AVD,11/14/1995,1995,AVD,.,.,.,A-588-607,731-TA-355,.,731-TA-355,11/21/1986,11/05/1986,.,193.94,193.94,51 / 42121,51/ 40271,52/ 17997,52/ 870,52/ 28033,52/ 35005,52/ 35750,.,60/ 57217,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-356,USA-AD-356,Colombia,COL,Portland Cement,11/05/1986,.,12/29/1986,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-301-603,731-TA-356,.,731-TA-356,11/25/1986,11/05/1986,.,.,.,51 / 42604,51/ 40270,.,51/ 46945,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-357,USA-AD-356,France,FRA,Portland Cement,11/05/1986,.,12/29/1986,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-427-604,731-TA-357,.,731-TA-356,11/25/1986,11/05/1986,.,.,.,51 / 42604,51/ 40270,.,51/ 46945,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-358,USA-AD-356,Greece,GRC,Portland Cement,11/05/1986,.,12/29/1986,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-484-601,731-TA-358,.,731-TA-356,11/25/1986,11/05/1986,.,.,.,51 / 42605,51/ 40270,.,51/ 46945,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-359,USA-AD-356,Japan,JPN,Portland Cement,11/05/1986,.,12/29/1986,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,., A-588-608,731-TA-359,.,731-TA-356,11/25/1986,11/05/1986,.,.,.,51 / 42606,51/ 40270,.,51/ 46945,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4_2012,USA,USA-AD-360,USA-AD-356,Mexico,MEX,Portland Cement,11/05/1986,.,12/29/1986,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A-201-602 ,731-TA-360,.,731-TA-356,11/25/1986,11/05/1986,.,.,.,51 / 42607,51/ 40270,.,51/ 46945,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
