cyear,ccode,scode,country,year,flag,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,prior,emonth,eday,eyear,eprec,interim,bmonth,bday,byear,bprec,post,change,d4,sf,regtrans
5001981,500,UGA,Uganda,1981,0,,4,1,3,3,1,2,2,4,4,3,3,7,4,6,,,,,,,,,,,,,,,
2001981,200,UKG,United Kingdom,1981,0,,10,0,10,10,101,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651981,165,URU,Uruguay,1981,0,,0,7,-7,-7,8,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
21981,2,USA,United States,1981,0,,10,0,10,10,172,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641981,364,USR,USSR,1981,0,,0,7,-7,-7,59,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1011981,101,VEN,Venezuela,1981,0,,9,0,9,9,12,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
8181981,818,VIE,Vietnam,1981,0,,0,7,-7,-7,27,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6781981,678,YAR,Yemen North,1981,0,,0,6,-6,-6,15,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6801981,680,YPR,Yemen South,1981,0,,0,8,-8,-8,14,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
3451981,345,YUG,Yugoslavia,1981,0,,1,6,-5,-5,27,2,1,4,4,4,1,3,4,1,,,,,,,,,,,,,,,
4901981,490,ZAI,Congo Kinshasa,1981,0,,0,9,-9,-9,15,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5511981,551,ZAM,Zambia,1981,0,,0,9,-9,-9,9,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5521981,552,ZIM,Zimbabwe,1981,0,,5,1,4,4,1,2,2,4,5,3,3,7,5,6,,,,,,,,,,,,,,,
7001982,700,AFG,Afghanistan,1982,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
3391982,339,ALB,Albania,1982,0,,0,9,-9,-9,35,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6151982,615,ALG,Algeria,1982,0,,0,9,-9,-9,20,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5401982,540,ANG,Angola,1982,0,,0,7,-7,-7,7,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1601982,160,ARG,Argentina,1982,0,,0,8,-8,-8,6,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
9001982,900,AUL,Australia,1982,0,,10,0,10,10,81,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051982,305,AUS,Austria,1982,0,,10,0,10,10,36,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6921982,692,BAH,Bahrain,1982,0,,0,10,-10,-10,7,3,1,2,1,4,1,2,1,1,,,,,,,,,,,,,,,
2111982,211,BEL,Belgium,1982,0,,10,0,10,10,38,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4341982,434,BEN,Benin,1982,0,,0,7,-7,-7,10,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
4391982,439,BFO,Burkina Faso,1982,0,,0,7,-7,-7,2,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7601982,760,BHU,Bhutan,1982,0,,0,10,-10,-10,75,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7711982,771,BNG,Bangladesh,1982,0,,0,7,-7,-7,0,1,0,0,1,4,1,4,1,1,-4,3,24,1982,1,,3,25,1982,1,-7,-3,1,,-1
1451982,145,BOL,Bolivia,1982,0,,8,0,8,8,0,3,3,4,7,2,3,8,7,7,-7,10,10,1982,2,,10,11,1982,2,8,15,1,,3
5711982,571,BOT,Botswana,1982,0,,6,0,6,6,16,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
1401982,140,BRA,Brazil,1982,0,,2,5,-3,-3,8,2,2,4,2,4,2,7,2,2,-4,11,15,1982,1,,11,16,1982,1,-3,1,1,,0
5161982,516,BUI,Burundi,1982,0,,0,7,-7,-7,16,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3551982,355,BUL,Bulgaria,1982,0,,0,7,-7,-7,35,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8111982,811,CAM,Cambodia,1982,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
201982,20,CAN,Canada,1982,0,,10,0,10,10,94,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4711982,471,CAO,Cameroon,1982,0,,0,7,-7,-7,22,2,1,4,3,4,1,3,3,1,-8,11,4,1982,2,,11,5,1982,2,-7,1,1,,0
4021982,402,CAP,Cape Verde,1982,0,0,2,6,-4,-4,7,2,1,4,5,4,1,3,5,1,,,,,,,,,,,,,,,
4821982,482,CEN,Central African Republic,1982,0,,0,7,-7,-7,22,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4831982,483,CHA,Chad,1982,0,,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,-77,,,,,,-77,,1,-77
1551982,155,CHL,Chile,1982,0,,0,7,-7,-7,9,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
7101982,710,CHN,China,1982,0,,0,7,-7,-7,33,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1001982,100,COL,Colombia,1982,0,,8,0,8,8,25,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
5811982,581,COM,Comoros,1982,0,,0,6,-6,-6,6,2,0,0,2,4,1,5,2,1,-5,10,24,1982,1,,10,25,1982,1,-6,-1,1,,0
4841982,484,CON,Congo Brazzaville,1982,0,,0,8,-8,-8,19,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
941982,94,COS,Costa Rica,1982,0,,10,0,10,10,63,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401982,40,CUB,Cuba,1982,0,,0,7,-7,-7,21,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
3521982,352,CYP,Cyprus,1982,0,,10,0,10,10,8,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3151982,315,CZE,Czechoslovakia,1982,0,,0,7,-7,-7,12,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901982,390,DEN,Denmark,1982,0,,10,0,10,10,37,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5221982,522,DJI,Djibouti,1982,0,,0,8,-8,-8,5,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
421982,42,DOM,Dominican Rep,1982,0,,6,0,6,6,4,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
1301982,130,ECU,Ecuador,1982,0,,9,0,9,9,3,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
6511982,651,EGY,Egypt,1982,0,,0,6,-6,-6,30,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
4111982,411,EQG,Equatorial Guinea,1982,0,,0,7,-7,-7,13,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5301982,530,ETH,Ethiopia,1982,0,,0,7,-7,-7,7,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3751982,375,FIN,Finland,1982,0,,10,0,10,10,38,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9501982,950,FJI,Fiji,1982,0,,9,0,9,9,12,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
2201982,220,FRN,France,1982,0,,8,0,8,8,13,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
4811982,481,GAB,Gabon,1982,0,,0,9,-9,-9,22,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4201982,420,GAM,Gambia,1982,0,,7,0,7,7,17,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
2651982,265,GDR,Germany East,1982,0,,0,9,-9,-9,33,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2601982,260,GFR,Germany West,1982,0,,10,0,10,10,33,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4521982,452,GHA,Ghana,1982,0,,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4041982,404,GNB,Guinea-Bissau,1982,0,,0,7,-7,-7,8,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3501982,350,GRC,Greece,1982,0,,8,0,8,8,7,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
901982,90,GUA,Guatemala,1982,0,,0,7,-7,-7,8,1,0,0,1,4,1,4,1,1,-5,3,23,1982,1,,3,24,1982,1,-7,-2,1,,0
4381982,438,GUI,Guinea,1982,0,,0,9,-9,-9,24,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
1101982,110,GUY,Guyana,1982,0,,0,7,-7,-7,2,2,1,4,1,3,2,3,1,3,,,,,,,,,,,,,,,
411982,41,HAI,Haiti,1982,0,,0,9,-9,-9,24,3,1,1,1,4,2,1,1,2,,,,,,,,,,,,,,,
911982,91,HON,Honduras,1982,0,,6,0,6,6,0,2,2,4,6,2,3,7,6,7,-1,7,25,1980,2,-88,1,28,1982,1,6,7,1,,3
3101982,310,HUN,Hungary,1982,0,,0,7,-7,-7,24,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
7501982,750,IND,India,1982,0,,8,0,8,8,32,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
8501982,850,INS,Indonesia,1982,0,,0,7,-7,-7,15,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
2051982,205,IRE,Ireland,1982,0,,10,0,10,10,61,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6301982,630,IRN,Iran,1982,0,,0,6,-6,-6,0,2,1,4,3,4,2,3,3,2,-10,1,17,1979,1,-88,1,1,1982,4,-6,4,1,,1
6451982,645,IRQ,Iraq,1982,0,,0,9,-9,-9,58,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6661982,666,ISR,Israel,1982,0,,9,0,9,9,34,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
3251982,325,ITA,Italy,1982,0,,10,0,10,10,34,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4371982,437,IVO,Ivory Coast,1982,0,,0,9,-9,-9,22,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
511982,51,JAM,Jamaica,1982,0,,10,0,10,10,23,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6631982,663,JOR,Jordan,1982,0,,0,10,-10,-10,25,3,1,2,1,4,1,2,1,1,,,,,,,,,,,,,,,
7401982,740,JPN,Japan,1982,0,,10,0,10,10,30,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5011982,501,KEN,Kenya,1982,0,,0,7,-7,-7,13,2,1,4,3,4,1,3,3,1,-6,6,9,1982,1,,6,10,1982,1,-7,-1,1,,0
6901982,690,KUW,Kuwait,1982,0,,0,8,-8,-8,19,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
8121982,812,LAO,Laos,1982,0,,0,7,-7,-7,7,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
4501982,450,LBR,Liberia,1982,0,,0,7,-7,-7,98,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
6601982,660,LEB,Lebanon,1982,0,,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,-77,,,,,,-77,,1,-77
5701982,570,LES,Lesotho,1982,0,,0,7,-7,-7,12,2,1,4,2,4,2,3,2,2,,,,,,,,,,,,,,,
6201982,620,LIB,Libya,1982,0,,0,7,-7,-7,31,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
2121982,212,LUX,Luxembourg,1982,,,10,0,10,10,37,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4351982,435,MAA,Mauritania,1982,0,,0,7,-7,-7,20,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5801982,580,MAG,Madagascar,1982,0,,0,6,-6,-6,7,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8201982,820,MAL,Malaysia,1982,0,,5,1,4,4,11,2,2,4,5,3,3,7,5,6,,,,,,,,,,,,,,,
5901982,590,MAS,Mauritius,1982,0,,10,0,10,10,14,3,3,4,7,5,5,8,7,10,9,6,30,1982,4,,7,1,1982,4,10,1,1,,0
5531982,553,MAW,Malawi,1982,0,,0,9,-9,-9,18,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
701982,70,MEX,Mexico,1982,0,,1,4,-3,-3,5,2,1,4,3,3,3,3,3,6,,,,,,,,,,,,,,,
4321982,432,MLI,Mali,1982,0,,0,7,-7,-7,22,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
7121982,712,MON,Mongolia,1982,0,,0,7,-7,-7,58,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6001982,600,MOR,Morocco,1982,0,,0,8,-8,-8,17,3,1,2,2,4,2,2,2,2,,,,,,,,,,,,,,,
7751982,775,MYA,Myanmar (Burma),1982,0,,0,8,-8,-8,19,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
5411982,541,MZM,Mozambique,1982,0,,0,8,-8,-8,7,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
7901982,790,NEP,Nepal,1982,0,,2,4,-2,-2,1,3,2,3,3,4,2,6,3,2,,,,,,,,,,,,,,,
9201982,920,NEW,New Zealand,1982,0,,10,0,10,10,105,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
931982,93,NIC,Nicaragua,1982,0,,0,5,-5,-5,1,1,0,0,2,4,2,4,2,2,,,,,,,,,,,,,,,
4751982,475,NIG,Nigeria,1982,0,,8,1,7,7,3,3,3,4,7,3,3,8,7,6,,,,,,,,,,,,,,,
4361982,436,NIR,Niger,1982,0,,0,7,-7,-7,22,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
3851982,385,NOR,Norway,1982,0,,10,0,10,10,37,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2101982,210,NTH,Netherlands,1982,0,,10,0,10,10,37,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6981982,698,OMA,Oman,1982,0,,0,10,-10,-10,25,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7701982,770,PAK,Pakistan,1982,0,,0,7,-7,-7,5,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
951982,95,PAN,Panama,1982,0,,0,5,-5,-5,14,2,1,4,3,3,2,3,3,3,-6,3,3,1982,1,,3,4,1982,1,-5,1,1,,0
1501982,150,PAR,Paraguay,1982,0,,0,8,-8,-8,28,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
1351982,135,PER,Peru,1982,0,,7,0,7,7,2,3,3,4,6,2,3,8,6,7,,,,,,,,,,,,,,,
8401982,840,PHI,Philippines,1982,0,,0,7,-7,-7,0,2,1,4,2,4,2,3,2,2,,6,30,1982,4,-7,,,,,,0,,,1
9101982,910,PNG,Papua New Guinea,1982,0,,4,0,4,4,7,2,2,4,5,1,0,7,5,4,,,,,,,,,,,,,,,
2901982,290,POL,Poland,1982,0,,0,8,-8,-8,35,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
2351982,235,POR,Portugal,1982,0,,10,0,10,10,6,3,3,4,7,5,5,8,7,10,9,10,30,1982,1,,10,31,1982,1,10,1,1,,0
7311982,731,PRK,Korea North,1982,0,,0,9,-9,-9,34,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6941982,694,QAT,Qatar,1982,0,,0,10,-10,-10,11,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7321982,732,ROK,Korea South,1982,0,,0,5,-5,-5,1,2,1,4,3,3,2,3,3,3,,,,,,,,,,,,,,,
3601982,360,RUM,Romania,1982,0,,0,8,-8,-8,33,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
5171982,517,RWA,Rwanda,1982,0,,0,7,-7,-7,21,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5601982,560,SAF,South Africa,1982,0,,7,3,4,4,72,3,3,4,7,4,2,8,7,2,,,,,,,,,,,,,,,
921982,92,SAL,El Salvador,1982,0,,-88,-88,-88,2,0,-88,-88,-88,-88,-88,-88,-88,-88,-88,,,,,,-88,,,,,,0,,,3
6701982,670,SAU,Saudi Arabia,1982,0,,0,10,-10,-10,56,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
4331982,433,SEN,Senegal,1982,0,,2,3,-1,-1,4,2,1,4,3,2,4,3,3,9,,,,,,,,,,,,,,,
4511982,451,SIE,Sierra Leone,1982,0,,0,7,-7,-7,11,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8301982,830,SIN,Singapore,1982,0,,2,4,-2,-2,17,2,2,4,3,4,2,7,3,2,,,,,,,,,,,,,,,
9401982,940,SOL,Solomon Islands,1982,0,0,7,0,7,7,4,3,3,4,7,2,0,8,7,5,,,,,,,,,,,,,,,
5201982,520,SOM,Somalia,1982,0,,0,7,-7,-7,13,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
2301982,230,SPN,Spain,1982,0,,10,0,10,10,4,3,3,4,7,5,5,8,7,10,9,6,30,1982,4,,7,1,1982,4,10,1,1,,0
7801982,780,SRI,Sri Lanka,1982,0,,6,1,5,5,34,3,3,4,5,3,3,8,5,6,6,12,22,1982,2,,12,23,1982,2,5,-1,1,,0
6251982,625,SUD,Sudan,1982,0,,0,7,-7,-7,11,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1151982,115,SUR,Suriname,1982,0,0,0,6,-6,-6,0,1,0,0,1,4,2,4,1,2,5,2,24,1980,1,-1,3,17,1982,1,-6,-11,1,,-2
5721982,572,SWA,Swaziland,1982,0,,0,10,-10,-10,9,3,1,2,1,4,1,2,1,1,,,,,,,,,,,,,,,
3801982,380,SWD,Sweden,1982,0,,10,0,10,10,65,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
2251982,225,SWZ,Switzerland,1982,0,,10,0,10,10,134,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6521982,652,SYR,Syria,1982,0,,0,9,-9,-9,19,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
7131982,713,TAW,Taiwan,1982,0,,0,7,-7,-7,33,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
5101982,510,TAZ,Tanzania,1982,0,,0,6,-6,-6,21,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
8001982,800,THI,Thailand,1982,0,,3,1,2,2,4,2,2,4,3,2,3,7,3,7,,,,,,,,,,,,,,,
4611982,461,TOG,Togo,1982,0,,0,7,-7,-7,22,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
521982,52,TRI,Trinidad and Tobago,1982,0,,8,0,8,8,20,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
6161982,616,TUN,Tunisia,1982,0,,0,8,-8,-8,23,2,1,4,1,4,2,3,1,2,,,,,,,,,,,,,,,
6401982,640,TUR,Turkey,1982,0,,2,7,-5,-5,2,2,2,4,1,4,1,7,1,1,,,,,,,,,,,,,,,
6961982,696,UAE,UAE,1982,0,,0,8,-8,-8,11,3,1,2,3,4,1,2,3,1,,,,,,,,,,,,,,,
5001982,500,UGA,Uganda,1982,0,,4,1,3,3,2,2,2,4,4,3,3,7,4,6,,,,,,,,,,,,,,,
2001982,200,UKG,United Kingdom,1982,0,,10,0,10,10,102,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
1651982,165,URU,Uruguay,1982,0,,0,7,-7,-7,9,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
21982,2,USA,United States,1982,0,,10,0,10,10,173,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3641982,364,USR,USSR,1982,0,,0,7,-7,-7,60,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1011982,101,VEN,Venezuela,1982,0,,9,0,9,9,13,3,3,4,6,5,5,8,6,10,,,,,,,,,,,,,,,
8181982,818,VIE,Vietnam,1982,0,,0,7,-7,-7,28,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
6781982,678,YAR,Yemen North,1982,0,,0,6,-6,-6,16,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
6801982,680,YPR,Yemen South,1982,0,,0,8,-8,-8,15,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
3451982,345,YUG,Yugoslavia,1982,0,,1,6,-5,-5,28,2,1,4,4,4,1,3,4,1,,,,,,,,,,,,,,,
4901982,490,ZAI,Congo Kinshasa,1982,0,,0,9,-9,-9,16,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5511982,551,ZAM,Zambia,1982,0,,0,9,-9,-9,10,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5521982,552,ZIM,Zimbabwe,1982,0,,5,1,4,4,2,2,2,4,5,3,3,7,5,6,,,,,,,,,,,,,,,
7001983,700,AFG,Afghanistan,1983,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
3391983,339,ALB,Albania,1983,0,,0,9,-9,-9,36,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
6151983,615,ALG,Algeria,1983,0,,0,9,-9,-9,21,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
5401983,540,ANG,Angola,1983,0,,0,7,-7,-7,8,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1601983,160,ARG,Argentina,1983,0,,8,0,8,8,0,3,3,4,7,2,3,8,7,7,-8,10,30,1983,1,,10,31,1983,1,8,16,1,,3
9001983,900,AUL,Australia,1983,0,,10,0,10,10,82,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3051983,305,AUS,Austria,1983,0,,10,0,10,10,37,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
6921983,692,BAH,Bahrain,1983,0,,0,10,-10,-10,8,3,1,2,1,4,1,2,1,1,,,,,,,,,,,,,,,
2111983,211,BEL,Belgium,1983,0,,10,0,10,10,39,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4341983,434,BEN,Benin,1983,0,,0,7,-7,-7,11,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
4391983,439,BFO,Burkina Faso,1983,0,,0,7,-7,-7,3,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
7601983,760,BHU,Bhutan,1983,0,,0,10,-10,-10,76,3,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,
7711983,771,BNG,Bangladesh,1983,0,,0,7,-7,-7,1,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
1451983,145,BOL,Bolivia,1983,0,,8,0,8,8,1,3,3,4,7,2,3,8,7,7,,,,,,,,,,,,,,,
5711983,571,BOT,Botswana,1983,0,,6,0,6,6,17,2,2,4,5,2,4,7,5,9,,,,,,,,,,,,,,,
1401983,140,BRA,Brazil,1983,0,,2,5,-3,-3,9,2,2,4,2,4,2,7,2,2,,,,,,,,,,,,,,,
5161983,516,BUI,Burundi,1983,0,,0,7,-7,-7,17,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
3551983,355,BUL,Bulgaria,1983,0,,0,7,-7,-7,36,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
8111983,811,CAM,Cambodia,1983,0,,-66,-66,-66,,0,-66,-66,-66,-66,-66,-66,-66,-66,-66,,,,,,-66,,,,,,-66,,,-66
201983,20,CAN,Canada,1983,0,,10,0,10,10,95,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
4711983,471,CAO,Cameroon,1983,0,,0,8,-8,-8,23,2,1,4,2,4,1,3,2,1,-7,8,22,1983,2,,8,23,1983,2,-8,-1,1,,0
4021983,402,CAP,Cape Verde,1983,0,0,2,6,-4,-4,8,2,1,4,5,4,1,3,5,1,,,,,,,,,,,,,,,
4821983,482,CEN,Central African Republic,1983,0,,0,7,-7,-7,23,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
4831983,483,CHA,Chad,1983,0,,-77,-77,-77,0,0,-77,-77,-77,-77,-77,-77,-77,-77,-77,,,,,,-77,,,,,,-77,,1,-77
1551983,155,CHL,Chile,1983,0,,0,6,-6,-6,10,2,0,0,1,4,2,5,1,2,-7,8,6,1983,2,,8,7,1983,2,-6,1,1,,0
7101983,710,CHN,China,1983,0,,0,7,-7,-7,34,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
1001983,100,COL,Colombia,1983,0,,8,0,8,8,26,3,3,4,6,2,4,8,6,9,,,,,,,,,,,,,,,
5811983,581,COM,Comoros,1983,0,,0,6,-6,-6,7,2,0,0,2,4,1,5,2,1,,,,,,,,,,,,,,,
4841983,484,CON,Congo Brazzaville,1983,0,,0,8,-8,-8,20,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
941983,94,COS,Costa Rica,1983,0,,10,0,10,10,64,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
401983,40,CUB,Cuba,1983,0,,0,7,-7,-7,22,2,0,0,1,4,1,5,1,1,,,,,,,,,,,,,,,
3521983,352,CYP,Cyprus,1983,0,,10,0,10,10,9,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
3151983,315,CZE,Czechoslovakia,1983,0,,0,7,-7,-7,13,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3901983,390,DEN,Denmark,1983,0,,10,0,10,10,38,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
5221983,522,DJI,Djibouti,1983,0,,0,8,-8,-8,6,2,1,4,2,4,1,3,2,1,,,,,,,,,,,,,,,
421983,42,DOM,Dominican Rep,1983,0,,6,0,6,6,5,3,3,4,5,2,3,8,5,7,,,,,,,,,,,,,,,
1301983,130,ECU,Ecuador,1983,0,,9,0,9,9,4,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
6511983,651,EGY,Egypt,1983,0,,0,6,-6,-6,31,2,1,4,3,4,2,3,3,2,,,,,,,,,,,,,,,
4111983,411,EQG,Equatorial Guinea,1983,0,,0,7,-7,-7,14,1,0,0,1,4,1,4,1,1,,,,,,,,,,,,,,,
5301983,530,ETH,Ethiopia,1983,0,,0,7,-7,-7,8,2,1,4,3,4,1,3,3,1,,,,,,,,,,,,,,,
3751983,375,FIN,Finland,1983,0,,10,0,10,10,39,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
9501983,950,FJI,Fiji,1983,0,,9,0,9,9,13,3,3,4,7,2,4,8,7,9,,,,,,,,,,,,,,,
2201983,220,FRN,France,1983,0,,8,0,8,8,14,3,3,4,5,5,5,8,5,10,,,,,,,,,,,,,,,
4811983,481,GAB,Gabon,1983,0,,0,9,-9,-9,23,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
4201983,420,GAM,Gambia,1983,0,,7,0,7,7,18,3,3,4,5,2,4,8,5,9,,,,,,,,,,,,,,,
2651983,265,GDR,Germany East,1983,0,,0,9,-9,-9,34,2,1,4,1,4,1,3,1,1,,,,,,,,,,,,,,,
2601983,260,GFR,Germany West,1983,0,,10,0,10,10,34,3,3,4,7,5,5,8,7,10,,,,,,,,,,,,,,,
